25, 0.0053, -44.290561, 6.28, 0.763, 58.243094, 0.080879, -56.818381, 17.733726245425586, 
34, 0.006638, 26.918108, 6.43, 0.514, 66.54131, 0.115654, 33.784832, 12.989726288978545, 
43, 0.008593, 59.559679, 6.18, 1.032, 69.024292, 0.155048, 117.45989, 54.55065881703731, 
50, 0.009533, -53.097713, 6.49, 0.616, 35.677374, 0.089097, -47.513999, 7.798301105232586, 
63, 0.012119, 45.253334, 6.36, -0.047, 132.325125, 0.419892, 133.501154, 87.90225168308842, 
88, 0.017941, -48.809876, 5.71, 0.911, 119.736878, 0.562356, -136.823418, 149.69248567600363, 
106, 0.022013, 49.981558, 6.22, 0.97, 128.347884, 0.73972, 152.861641, 112.82361216489925, 
107, 0.022255, -50.337373, 5.53, 1.615, 106.198875, 0.618768, -128.089244, 148.04713248976265, 
122, 0.026616, -77.065724, 4.78, 1.254, 14.902031, 0.103716, -64.888859, 47.293341491865164, 
124, 0.026949, 61.222801, 5.58, 0.407, 454.144163, 3.204116, 826.885007, 4541.507126325551, 
128, 0.027597, 73.611846, 6.5, 0.182, 19.96712, 0.144423, 67.896054, 10.95468767333996, 
137, 0.028847, 42.367144, 6.25, -0.042, 276.711822, 2.089808, 252.388978, 386.18908944898993, 
145, 0.030402, -3.027504, 5.13, -0.128, 139.077212, 1.106982, -7.355907, 149.830421062266, 
154, 0.032672, -6.014072, 4.37, 1.631, 131.716394, 1.126662, -13.877167, 272.89777828080406, 
171, 0.036139, 27.082256, 5.8, 0.69, 10.834733, 0.102555, 5.540428, 0.6171631684555837, 
183, 0.038867, -29.720414, 5.04, -0.15, 133.807455, 1.36158, -76.389577, 199.34254564980927, 
186, 0.040046, 8.956824, 6.33, 0.182, 121.345487, 1.272247, 19.126563, 38.618908944898976, 
194, 0.041584, 8.485463, 5.7, 0.315, 36.494389, 0.397318, 5.44498, 6.223002851691592, 
208, 0.043357, 66.098966, 5.87, 1.073, 40513.198308, 459.88359, 91424.664275, 39084089.57924025, 
238, 0.049301, -20.045882, 6.25, 0.526, 57.451984, 0.741591, -20.964675, 10.299117193406989, 
253, 0.052181, -24.145145, 6.46, 1.176, 185.830563, 2.53883, -83.309585, 94.18895965228413, 
274, 0.057143, 63.64052, 6.24, 0.332, 338.894446, 5.070187, 683.988975, 1620.3170427400003, 
300, 0.06233, -17.335988, 4.55, -0.047, 79.670013, 1.300177, -24.872663, 91.87556016660622, 
302, 0.064342, 66.712183, 6.31, 1.629, 105.131447, 1.771134, 244.290098, 184.33168795057549, 
330, 0.070462, 62.287664, 5.9, 0.274, 46495.3549, 857.790357, 88529.351835, 38018939.632056125, 
343, 0.072165, -16.529036, 5.78, 1.084, 86.89952, 1.641967, -25.793323, 34.89795674378744, 
345, 0.07231, -29.268822, 6.38, 0.006, 108.886464, 2.061556, -61.037283, 38.08903764981351, 
355, 0.075033, -10.509523, 4.99, 1.619, 630.150175, 12.379991, -116.922329, 3610.771451003532, 
366, 0.07683, 42.09253, 6.11, 0.159, 286.452905, 5.762477, 258.814588, 467.30453963150995, 
377, 0.078131, -71.436891, 5.59, -0.1, 55.839008, 1.142475, -166.311133, 155.73993890808558, 
379, 0.078304, 67.166445, 5.68, 1.051, 35.956698, 0.73744, 85.415532, 39.99447497610976, 
394, 0.081573, 34.659797, 6.09, 0.632, 32.224052, 0.688502, 22.28464, 4.902301301361681, 
399, 0.08222, 26.648764, 6.25, 1.368, 178.713114, 3.84753, 89.703967, 110.15393095414144, 
410, 0.083662, 27.674784, 6.47, 0.946, 148.804386, 3.259799, 78.059251, 63.503841850404065, 
417, 0.084395, -0.503035, 6.32, 1.099, 138.849775, 3.068332, -1.219378, 49.79663541644854, 
418, 0.085039, 61.31397, 5.8, -0.067, 106.405975, 2.369398, 194.515247, 204.9273858380245, 
441, 0.088928, -5.707618, 4.61, 1.029, 39.287997, 0.914841, -3.927804, 19.462561593612413, 
475, 0.094989, 13.396266, 5.55, 0.901, 111.141705, 2.764456, 26.478222, 68.54882264526617, 
517, 0.104356, 58.436733, 5.98, 0.687, 11.23803, 0.307211, 18.300258, 1.6292960326397214, 
521, 0.105277, -49.075191, 5.7, 0.519, 16.837769, 0.46441, -19.42844, 3.0227344800386517, 
530, 0.10737, 64.196168, 5.57, -0.023, 115.723206, 3.253833, 239.438695, 364.4181507888612, 
543, 0.110209, 29.021502, 6.07, 0.752, 11.948982, 0.344882, 6.632053, 0.6075751461057411, 
559, 0.113911, -23.10754, 6.19, 0.386, 36.209605, 1.080174, -15.457211, 4.516479049291118, 
601, 0.121741, -17.38699, 6.2, 0.133, 167.926569, 5.35391, -52.609842, 89.37169608501976, 
634, 0.12892, -2.548679, 6.43, -0.146, 183.200416, 6.185593, -8.159303, 78.55973322609896, 
635, 0.129693, -22.50856, 5.93, 0.141, 72.358029, 2.457783, -30.001634, 22.71956437735267, 
654, 0.134303, -33.529326, 5.67, 1.119, 79.115753, 2.782872, -52.45625, 42.383810577435, 
663, 0.136693, -2.447711, 6.18, 1.366, 278.896072, 9.984904, -11.929502, 229.29785918248209, 
670, 0.138204, -8.824112, 5.99, 1.034, 97.196752, 3.518268, -15.098621, 33.91563869058218, 
676, 0.139791, 29.090432, 2.07, -0.038, 25.974572, 0.951042, 14.461264, 114.49855346901883, 
693, 0.142462, 63.20404, 6.41, 0.998, 166.236542, 6.202821, 329.379145, 323.5936569296281, 
694, 0.142638, -17.578155, 6.11, 1.664, 550.659574, 20.572593, -174.570161, 1047.1285480508996, 
697, 0.14471, 36.627125, 6.21, 0.504, 26.020663, 0.986231, 19.357659, 3.008846276645725, 
714, 0.147814, 25.462985, 6.24, 0.976, 124.956847, 4.838002, 59.546878, 53.308934223670136, 
726, 0.150045, 28.247543, 6.47, 0.242, 97.586654, 3.835335, 52.470284, 27.64394371220336, 
727, 0.150672, 18.211963, 5.57, 1.043, 82.969037, 3.274515, 27.319281, 39.37313537008504, 
